Sample,Amplicon,Cycle,Cycle Type,Cycle Size (bp),Cycle Breakpoint Count,Cycle Chromosome Count,Cycle Regions List,Cycle Paired Ends List,Cycle TPR,Cycle TP BEs,Cycle FPR,Cycle FP BEs,Cycle PFNR,Cycle PFN BEs,Cycle MEB,Cycle Mapping Error Breakends,Cycle Unmappable Reasons,Small Deletions Count,Cycle Genes Info,Cycle Genes List,Cycle ESB,Cycle Type Boolean,Cycle Cluster Assignment,Selection Score,Confidence
59M_OVARY,3,1,linear,1495050,1,1,"[('13', 95278289, 93783238)]","[('13', 93783238, '13', 95278289)]",0.0,[],1.0,"[('13', 93783238, '13', 95278289)]",0.0,[],0.0,[],[],0,"{'13': {'SOX21': {'type': ['TSG'], 'loc': ('94709622', '94712399')}}}",['SOX21'],0.0,0,0,1.5,medium
59M_OVARY,5,1,linear,68627,1,1,"[('16', 35300000, 35231372)]","[('16', 35231372, '16', 35300000)]",0.0,[],1.0,"[('16', 35231372, '16', 35300000)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
8305C_THYROID,1,1,circular,1946498,6,2,"[('20', 34611095, 34299250), ('20', 34285397, 34283685), ('8', 33718221, 33302858), ('8', 33301261, 33167666), ('8', 33169057, 33301261), ('8', 33302858, 34254639)]","[('20', 34299250, '20', 34285397), ('20', 34283685, '8', 33718221), ('8', 33302858, '8', 33301261), ('8', 33167666, '8', 33169057), ('8', 33301261, '8', 33302858), ('8', 34254639, '20', 34611095)]",1.0,"[('20', 34299250, '20', 34285397), ('20', 34283685, '8', 33718221), ('8', 34254639, '20', 34611095)]",0.0,[],0.0,[],0.0,[],[],3,{},[],1.0,1,1,0.875,high
A101D_SKIN,1,1,linear,449993,1,1,"[('7', 135015907, 134565913)]","[('7', 134565913, '7', 135015907)]",0.0,[],1.0,"[('7', 134565913, '7', 135015907)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3,1,linear,89999,1,1,"[('3', 194810559, 194720559)]","[('3', 194720559, '3', 194810559)]",0.0,[],1.0,"[('3', 194720559, '3', 194810559)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4,1,circular,1110,1,1,"[('3', 195493842, 195494951)]","[('3', 195494951, '3', 195493842)]",1.0,"[('3', 195494951, '3', 195493842)]",0.0,[],0.0,[],1.0,"[('3', 195494951), ('3', 195493842)]","['High Signal Region', 'High Signal Region']",0,{},[],1.0,1,1,1.4375,medium
A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4,2,circular,1073,1,1,"[('3', 195944112, 195945184)]","[('3', 195945184, '3', 195944112)]",1.0,"[('3', 195945184, '3', 195944112)]",0.0,[],0.0,[],1.0,"[('3', 195945184), ('3', 195944112)]","['High Signal Region', 'High Signal Region']",0,{},[],1.0,1,1,1.4375,medium
ABC1_LUNG,2,1,linear,10610,1,1,"[('5', 3336476, 3325865)]","[('5', 3325865, '5', 3336476)]",0.0,[],1.0,"[('5', 3325865, '5', 3336476)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
ABC1_LUNG,2,2,linear,1580048,1,1,"[('5', 15370480, 13790431)]","[('5', 13790431, '5', 15370480)]",0.0,[],1.0,"[('5', 13790431, '5', 15370480)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
ABC1_LUNG,3,1,linear,885009,1,1,"[('5', 23385618, 22500608)]","[('5', 22500608, '5', 23385618)]",0.0,[],1.0,"[('5', 22500608, '5', 23385618)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
ABC1_LUNG,3,2,linear,10609,1,1,"[('5', 21869284, 21858674)]","[('5', 21858674, '5', 21869284)]",0.0,[],1.0,"[('5', 21858674, '5', 21869284)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
ABC1_LUNG,4,1,circular,3047,1,1,"[('20', 1400208, 1403254)]","[('20', 1403254, '20', 1400208)]",1.0,"[('20', 1403254, '20', 1400208)]",0.0,[],0.0,[],0.0,[],[],0,{},[],0.0,1,1,0.5,high
ABC1_LUNG,5,1,linear,30609,1,1,"[('20', 23794899, 23764289)]","[('20', 23764289, '20', 23794899)]",0.0,[],1.0,"[('20', 23764289, '20', 23794899)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
AU565_BREAST,5,1,linear,99819,1,1,"[('14', 18697670, 18597850)]","[('14', 18597850, '14', 18697670)]",0.0,[],1.0,"[('14', 18597850, '14', 18697670)]",0.0,[],1.0,"[('14', 18597850), ('14', 18697670)]","['High Signal Region', 'High Signal Region']",0,{},[],0.0,0,2,2.0625,low
AU565_BREAST,7,1,linear,350009,1,1,"[('17', 29206044, 28856034)]","[('17', 28856034, '17', 29206044)]",0.0,[],1.0,"[('17', 28856034, '17', 29206044)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
AU565_BREAST,8,1,linear,2110132,1,1,"[('20', 54663544, 52553411)]","[('20', 52553411, '20', 54663544)]",0.0,[],1.0,"[('20', 52553411, '20', 54663544)]",0.0,[],0.0,[],[],0,{},[],1.0,0,0,1.875,medium
BFTC909_KIDNEY,1,1,linear,819395,3,1,"[('1', 1952099, 1935575), ('1', 1934940, 1297717), ('1', 1297185, 1131534)]","[('1', 1935575, '1', 1934940), ('1', 1297717, '1', 1297185), ('1', 1131534, '1', 1952099)]",0.0,[],1.0,"[('1', 1131534, '1', 1952099)]",0.0,[],0.0,[],[],2,{},[],0.0,0,0,1.5,medium
BFTC909_KIDNEY,2,3,linear,1669583,1,1,"[('6', 42884184, 41214600)]","[('6', 41214600, '6', 42884184)]",0.0,[],1.0,"[('6', 41214600, '6', 42884184)]",0.0,[],0.0,[],[],0,"{'6': {'CCND3': {'type': ['oncogene', ' fusion'], 'loc': ('41934933', '42050357')}, 'TFEB': {'type': ['oncogene', ' fusion'], 'loc': ('41683978', '41736259')}}}","['CCND3', 'TFEB']",0.0,0,0,1.5,medium
BFTC909_KIDNEY,3,1,linear,5816098,1,1,"[('9', 5921108, 105009)]","[('9', 105009, '9', 5921108)]",0.0,[],1.0,"[('9', 105009, '9', 5921108)]",0.0,[],0.0,[],[],0,"{'9': {'CD274': {'type': ['TSG', ' fusion'], 'loc': ('5450503', '5470566')}, 'JAK2': {'type': ['oncogene', ' fusion'], 'loc': ('4984390', '5128183')}, 'PDCD1LG2': {'type': ['oncogene', ' fusion'], 'loc': ('5510570', '5571254')}}}","['CD274', 'JAK2', 'PDCD1LG2']",1.0,0,0,1.875,medium
BFTC909_KIDNEY,3,2,linear,173615,1,1,"[('9', 5997216, 5823600)]","[('9', 5823600, '9', 5997216)]",0.0,[],1.0,"[('9', 5823600, '9', 5997216)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
BT474_BREAST,1,1,circular,1589,1,1,"[('17', 48538269, 48539857)]","[('17', 48539857, '17', 48538269)]",1.0,"[('17', 48539857, '17', 48538269)]",0.0,[],0.0,[],0.0,[],[],0,{},[],0.0,1,1,0.5,high
BT474_BREAST,1,3,linear,104,1,1,"[('X', 49140855, 49140750)]","[('X', 49140750, 'X', 49140855)]",0.0,[],1.0,"[('X', 49140750, 'X', 49140855)]",0.0,[],0.0,[],[],0,{},[],1.0,0,0,1.875,medium
BT474_BREAST,1,4,linear,13,1,1,"[('17', 50041125, 50041111)]","[('17', 50041111, '17', 50041125)]",0.0,[],1.0,"[('17', 50041111, '17', 50041125)]",0.0,[],0.0,[],[],0,{},[],1.0,0,0,1.875,medium
BT474_BREAST,1,5,linear,158,1,1,"[('17', 70226021, 70225862)]","[('17', 70225862, '17', 70226021)]",0.0,[],1.0,"[('17', 70225862, '17', 70226021)]",0.0,[],0.0,[],[],0,{},[],1.0,0,0,1.875,medium
BT474_BREAST,1,6,linear,365007,1,1,"[('14', 36622103, 36257095)]","[('14', 36257095, '14', 36622103)]",0.0,[],1.0,"[('14', 36257095, '14', 36622103)]",0.0,[],0.0,[],[],0,"{'14': {'NKX2-1': {'type': ['oncogene', ' TSG'], 'loc': ('36516392', '36521149')}}}",['NKX2-1'],0.0,0,0,1.5,medium
BT474_BREAST,1,7,linear,260623,1,1,"[('17', 36521216, 36260592)]","[('17', 36260592, '17', 36521216)]",0.0,[],1.0,"[('17', 36260592, '17', 36521216)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
BT474_BREAST,1,8,linear,789621,2,1,"[('20', 47969380, 47221455), ('20', 35482203, 35523899)]","[('20', 47221455, '20', 35482203), ('20', 35523899, '20', 47969380)]",0.5,"[('20', 47221455, '20', 35482203)]",0.5,"[('20', 35523899, '20', 47969380)]",0.0,[],0.0,[],[],0,{},[],0.0,0,1,0.5,high
BT474_BREAST,1,9,linear,1837488,5,1,"[('17', 39482100, 40087300), ('17', 48292658, 48538440), ('17', 48539858, 48801380), ('17', 48412441, 48292658), ('17', 40087300, 39482100)]","[('17', 40087300, '17', 48292658), ('17', 48538440, '17', 48539858), ('17', 48801380, '17', 48412441), ('17', 48292658, '17', 40087300), ('17', 39482100, '17', 39482100)]",1.0,"[('17', 40087300, '17', 48292658), ('17', 48801380, '17', 48412441), ('17', 48292658, '17', 40087300)]",0.0,[],0.0,[],0.0,[],[],2,"{'17': {'ERBB2': {'type': ['oncogene', ' fusion'], 'loc': ('39687914', '39730426')}, 'IKZF3': {'type': ['oncogene', ' TSG', ' fusion'], 'loc': ('39757715', '39864188')}}}","['ERBB2', 'ERBB2', 'IKZF3', 'IKZF3']",1.0,0,1,0.875,high
BT474_BREAST,1,10,linear,334,1,1,"[('17', 66592110, 66591775)]","[('17', 66591775, '17', 66592110)]",0.0,[],1.0,"[('17', 66591775, '17', 66592110)]",0.0,[],0.0,[],[],0,{},[],1.0,0,0,1.875,medium
BT474_BREAST,1,12,circular,6574653,5,1,"[('20', 49762732, 52142686), ('20', 52144389, 52149078), ('20', 54641845, 55151313), ('20', 55152190, 55447902), ('20', 55449075, 58833900)]","[('20', 52142686, '20', 52144389), ('20', 52149078, '20', 54641845), ('20', 55151313, '20', 55152190), ('20', 55447902, '20', 55449075), ('20', 58833900, '20', 49762732)]",1.0,"[('20', 52149078, '20', 54641845), ('20', 58833900, '20', 49762732)]",0.0,[],0.0,[],0.0,[],[],3,"{'20': {'NFATC2': {'type': ['oncogene', ' fusion'], 'loc': ('51386957', '51562831')}, 'SALL4': {'type': ['oncogene'], 'loc': ('51782331', '51802520')}}}","['NFATC2', 'SALL4']",1.0,1,1,0.875,high
BT474_BREAST,1,13,linear,985498,1,1,"[('17', 39224699, 38239200)]","[('17', 38239200, '17', 39224699)]",0.0,[],1.0,"[('17', 38239200, '17', 39224699)]",0.0,[],0.0,[],[],0,"{'17': {'LASP1': {'type': ['fusion'], 'loc': ('38869859', '38921770')}, 'MLLT6': {'type': ['fusion'], 'loc': ('38705542', '38729803')}}}","['LASP1', 'MLLT6']",0.0,0,0,1.5,medium
BT474_BREAST,1,14,linear,739993,1,1,"[('1', 170269367, 169529373)]","[('1', 169529373, '1', 170269367)]",0.0,[],1.0,"[('1', 169529373, '1', 170269367)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
BT474_BREAST,1,15,circular,4736,2,2,"[('20', 49759293, 49763338), ('10', 14575203, 14575892)]","[('20', 49763338, '10', 14575203), ('10', 14575892, '20', 49759293)]",1.0,"[('20', 49763338, '10', 14575203), ('10', 14575892, '20', 49759293)]",0.0,[],0.0,[],0.0,[],[],0,{},[],0.0,1,1,0.5,high
BT474_BREAST,1,16,circular,102342,1,1,"[('15', 24214080, 24316421)]","[('15', 24316421, '15', 24214080)]",1.0,"[('15', 24316421, '15', 24214080)]",0.0,[],0.0,[],0.0,[],[],0,{},[],0.0,1,1,0.5,high
BT474_BREAST,1,17,linear,2139298,1,1,"[('17', 56716799, 54577500)]","[('17', 54577500, '17', 56716799)]",0.0,[],1.0,"[('17', 54577500, '17', 56716799)]",0.0,[],0.0,[],[],0,"{'17': {'HLF': {'type': ['oncogene', ' fusion'], 'loc': ('55265012', '55325065')}}}",['HLF'],1.0,0,0,1.875,medium
BT474_BREAST,1,18,linear,90002,1,1,"[('17', 66592110, 66502107)]","[('17', 66502107, '17', 66592110)]",0.0,[],1.0,"[('17', 66502107, '17', 66592110)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
BT474_BREAST,1,19,linear,9881,1,1,"[('1', 226875236, 226865354)]","[('1', 226865354, '1', 226875236)]",0.0,[],1.0,"[('1', 226865354, '1', 226875236)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
BT474_BREAST,1,42,circular,3708097,3,1,"[('20', 52134173, 52142686), ('20', 52144389, 55723579), ('20', 59773636, 59653243)]","[('20', 52142686, '20', 52144389), ('20', 55723579, '20', 59773636), ('20', 59653243, '20', 52134173)]",1.0,"[('20', 55723579, '20', 59773636), ('20', 59653243, '20', 52134173)]",0.0,[],0.0,[],0.0,[],[],1,{},[],1.0,1,1,0.875,high
BT474_BREAST,4,1,linear,1080039,1,1,"[('11', 64965468, 63885428)]","[('11', 63885428, '11', 64965468)]",0.0,[],1.0,"[('11', 63885428, '11', 64965468)]",0.0,[],0.0,[],[],0,"{'11': {'MEN1': {'type': ['TSG'], 'loc': ('64803510', '64811294')}}}",['MEN1'],0.0,0,0,1.5,medium
BT474_BREAST,4,2,linear,20622,1,1,"[('11', 63847810, 63827187)]","[('11', 63827187, '11', 63847810)]",0.0,[],1.0,"[('11', 63827187, '11', 63847810)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
BT474_BREAST,4,7,linear,30622,1,1,"[('11', 65289493, 65258870)]","[('11', 65258870, '11', 65289493)]",0.0,[],1.0,"[('11', 65258870, '11', 65289493)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
BT474_BREAST,5,1,linear,2379970,1,1,"[('9', 124079886, 121699915)]","[('9', 121699915, '9', 124079886)]",0.0,[],1.0,"[('9', 121699915, '9', 124079886)]",0.0,[],0.0,[],[],0,{},[],1.0,0,0,1.875,medium
BT474_BREAST,6,1,linear,1274842,1,1,"[('11', 74145255, 72870412)]","[('11', 72870412, '11', 74145255)]",0.0,[],1.0,"[('11', 72870412, '11', 74145255)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
BT483_BREAST,1,1,circular,2133135,6,2,"[('1', 108806614, 108780663), ('1', 108781378, 108806614), ('8', 37113252, 37193366), ('8', 37194334, 38155433), ('8', 38154955, 37194334), ('8', 37193366, 37113252)]","[('1', 108780663, '1', 108781378), ('1', 108806614, '8', 37113252), ('8', 37193366, '8', 37194334), ('8', 38155433, '8', 38154955), ('8', 37194334, '8', 37193366), ('8', 37113252, '1', 108806614)]",1.0,"[('1', 108806614, '8', 37113252), ('8', 37113252, '1', 108806614)]",0.0,[],0.0,[],0.0,[],[],4,{},[],1.0,1,1,0.875,high
C2BBE1_LARGE_INTESTINE,1,1,linear,905473,2,1,"[('17', 48391591, 47596564), ('17', 27416668, 27527114)]","[('17', 47596564, '17', 27416668), ('17', 27527114, '17', 48391591)]",0.5,"[('17', 47596564, '17', 27416668)]",0.5,"[('17', 27527114, '17', 48391591)]",0.0,[],0.0,[],[],0,{},[],0.0,0,1,0.5,high
C2BBE1_LARGE_INTESTINE,2,1,linear,876067,1,1,"[('17', 28431022, 27554954)]","[('17', 27554954, '17', 28431022)]",0.0,[],1.0,"[('17', 27554954, '17', 28431022)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
CAKI1_KIDNEY,1,1,linear,85000,1,1,"[('7', 158475963, 158390962)]","[('7', 158390962, '7', 158475963)]",0.0,[],1.0,"[('7', 158390962, '7', 158475963)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
CAL120_BREAST,2,1,linear,667626,2,1,"[('8', 126413820, 126182327), ('8', 126179960, 125743825)]","[('8', 126182327, '8', 126179960), ('8', 125743825, '8', 126413820)]",0.5,"[('8', 126182327, '8', 126179960)]",0.5,"[('8', 125743825, '8', 126413820)]",0.0,[],0.0,[],[],0,{},[],0.0,0,1,0.5,high
CAL120_BREAST,2,2,linear,2213878,2,1,"[('8', 129378791, 128459020), ('8', 128452921, 127158812)]","[('8', 128459020, '8', 128452921), ('8', 127158812, '8', 129378791)]",0.5,"[('8', 128459020, '8', 128452921)]",0.5,"[('8', 127158812, '8', 129378791)]",0.0,[],0.0,[],[],0,"{'8': {'MYC': {'type': ['oncogene', ' fusion'], 'loc': ('127735434', '127741434')}}}",['MYC'],1.0,0,1,0.875,high
CAL120_BREAST,4,1,linear,20575,1,1,"[('8', 131920252, 131899676)]","[('8', 131899676, '8', 131920252)]",0.0,[],1.0,"[('8', 131899676, '8', 131920252)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
CAL120_BREAST,6,1,linear,79999,1,1,"[('5', 32185725, 32105725)]","[('5', 32105725, '5', 32185725)]",0.0,[],1.0,"[('5', 32105725, '5', 32185725)]",0.0,[],0.0,[],[],0,"{'5': {'GOLPH3': {'type': [''], 'loc': ('32124704', '32174350')}}}",['GOLPH3'],0.0,0,0,1.5,medium
CAL120_BREAST,7,1,linear,20575,1,1,"[('8', 43408988, 43388412)]","[('8', 43388412, '8', 43408988)]",0.0,[],1.0,"[('8', 43388412, '8', 43408988)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
CAL851_BREAST,1,1,circular,1628555,2,1,"[('6', 134041635, 135669582), ('6', 145038722, 145038114)]","[('6', 135669582, '6', 145038722), ('6', 145038114, '6', 134041635)]",1.0,"[('6', 135669582, '6', 145038722), ('6', 145038114, '6', 134041635)]",0.0,[],0.0,[],0.0,[],[],0,"{'6': {'MYB': {'type': ['oncogene', ' fusion'], 'loc': ('135181315', '135219173')}, 'SGK1': {'type': ['oncogene'], 'loc': ('134169246', '134318112')}}}","['MYB', 'SGK1']",0.0,1,1,0.5,high
CAOV3_OVARY,4,1,linear,185003,1,1,"[('17', 50181641, 49996637)]","[('17', 49996637, '17', 50181641)]",0.0,[],1.0,"[('17', 49996637, '17', 50181641)]",0.0,[],0.0,[],[],0,{},[],0.0,0,0,1.5,medium
CHAGOK1_LUNG,1,1,linear,544995,1,1,"[('1', 153839500, 153294504)]","[('1', 153294504, '1', 153839500)]",0.0,[],1.0,"[('1', 153294504, '1', 153839500)]",0.0,[],0.0,[],[],0,"{'1': {'S100A7': {'type': ['fusion'], 'loc': ('153457744', '153460701')}}}",['S100A7'],0.0,0,0,1.5,medium
CHAGOK1_LUNG,5,1,linear,1885526,3,2,"[('12', 49001699, 48334597), ('12', 48331697, 47329721), ('6', 71609850, 71826299)]","[('12', 48334597, '12', 48331697), ('12', 47329721, '6', 71609850), ('6', 71826299, '12', 49001699)]",0.6666666666666666,"[('12', 48334597, '12', 48331697), ('12', 47329721, '6', 71609850)]",0.3333333333333333,"[('6', 71826299, '12', 49001699)]",0.0,[],0.0,[],[],0,"{'12': {'COL2A1': {'type': ['fusion'], 'loc': ('47972965', '48004554')}}}",['COL2A1'],1.0,0,1,0.875,high
CHAGOK1_LUNG,5,2,linear,2158310,2,1,"[('12', 47482499, 45516156), ('12', 45509369, 45317400)]","[('12', 45516156, '12', 45509369), ('12', 45317400, '12', 47482499)]",0.5,"[('12', 45516156, '12', 45509369)]",0.5,"[('12', 45317400, '12', 47482499)]",0.0,[],0.0,[],[],0,"{'12': {'ARID2': {'type': ['TSG'], 'loc': ('45729665', '45908040')}}}",['ARID2'],1.0,0,1,0.875,high
CHAGOK1_LUNG,5,3,linear,36558,2,1,"[('8', 46282286, 46302270), ('8', 46298860, 46282286)]","[('8', 46302270, '8', 46298860), ('8', 46282286, '8', 46282286)]",1.0,"[('8', 46302270, '8', 46298860)]",0.0,[],0.0,[],0.0,[],[],1,{},[],0.0,0,1,0.5,high
CHAGOK1_LUNG,5,4,linear,3553960,12,2,"[('8', 43200000, 43011710), ('8', 23071362, 23160851), ('8', 42081067, 42080913), ('8', 34874317, 34873986), ('8', 42071518, 41644622), ('8', 40411996, 40913273), ('8', 47726655, 47648400), ('5', 45480982, 45540882), ('5', 44870114, 44855261), ('5', 44430293, 42627065), ('5', 42594686, 42616158), ('5', 46007683, 45637864)]","[('8', 43011710, '8', 23071362), ('8', 23160851, '8', 42081067), ('8', 42080913, '8', 34874317), ('8', 34873986, '8', 42071518), ('8', 41644622, '5', 45480982), ('5', 45540882, '5', 44870114), ('5', 44855261, '5', 44430293), ('5', 42627065, '5', 42594686), ('5', 42616158, '8', 40411996), ('8', 40913273, '5', 46007683), ('5', 45637864, '8', 47726655), ('8', 47648400, '8', 43200000)]",0.9166666666666666,"[('8', 43011710, '8', 23071362), ('8', 23160851, '8', 42081067), ('8', 42080913, '8', 34874317), ('8', 34873986, '8', 42071518), ('8', 41644622, '5', 45480982), ('5', 45540882, '5', 44870114), ('5', 44855261, '5', 44430293), ('5', 42627065, '5', 42594686), ('5', 42616158, '8', 40411996), ('8', 40913273, '5', 46007683), ('5', 45637864, '8', 47726655)]",0.0833333333333333,"[('8', 47648400, '8', 43200000)]",0.0,[],0.0,[],[],0,"{'8': {'ANK1': {'type': [''], 'loc': ('41653220', '41896762')}, 'KAT6A': {'type': ['oncogene', ' fusion'], 'loc': ('41929479', '42051990')}}}","['ANK1', 'KAT6A']",1.0,0,1,0.875,high
CHAGOK1_LUNG,7,1,linear,1765110,1,1,"[('20', 59158833, 57393722)]","[('20', 57393722, '20', 59158833)]",0.0,[],1.0,"[('20', 57393722, '20', 59158833)]",0.0,[],0.0,[],[],0,"{'20': {'GNAS': {'type': ['oncogene'], 'loc': ('58839718', '58911192')}}}",['GNAS'],1.0,0,0,1.875,medium
CHP212_AUTONOMIC_GANGLIA,1,1,circular,907713,1,1,"[('2', 11551950, 12459662)]","[('2', 12459662, '2', 11551950)]",1.0,"[('2', 12459662, '2', 11551950)]",0.0,[],0.0,[],0.0,[],[],0,{},[],0.0,1,1,0.5,high
CHP212_AUTONOMIC_GANGLIA,1,4,circular,785156,2,1,"[('2', 12462512, 12757961), ('2', 15582773, 16072478)]","[('2', 12757961, '2', 15582773), ('2', 16072478, '2', 12462512)]",1.0,"[('2', 12757961, '2', 15582773), ('2', 16072478, '2', 12462512)]",0.0,[],0.0,[],0.0,[],[],0,"{'2': {'MYCN': {'type': ['oncogene'], 'loc': ('15940564', '15947007')}}}",['MYCN'],0.0,1,1,0.5,high
